,No,Japanese,English,German,French,Korean,Simplified Chinese,Traditional Chinese,Generation,Form,H,A,B,C,D,S,Ability1,Ability2,Ability3,Type1,Type2,Weight,Evolve Flag,GalarPokedex,PaldeaPokedex
409,336,ハブネーク,Seviper,Vipitis,Seviper,세비퍼,饭匙蛇,飯匙蛇,3,-,73.0,100.0,60.0,100.0,60.0,65.0,だっぴ,-,すりぬけ,どく,-,52.5,1,0,1
410,337,ルナトーン,Lunatone,Lunastein,Seleroc,루나톤,月石,月石,3,-,90.0,55.0,65.0,95.0,85.0,70.0,ふゆう,-,-,いわ,エスパー,168.0,1,1,0
411,338,ソルロック,Solrock,Sonnfel,Solaroc,솔록,太阳岩,太陽岩,3,-,90.0,95.0,85.0,55.0,65.0,70.0,ふゆう,-,-,いわ,エスパー,154.0,1,1,0
412,339,ドジョッチ,Barboach,Schmerbe,Barloche,미꾸리,泥泥鳅,泥泥鰍,3,-,50.0,48.0,43.0,46.0,41.0,60.0,どんかん,きけんよち,うるおいボディ,みず,じめん,1.9,0,1,1
413,340,ナマズン,Whiscash,Welsar,Barbicha,메깅,鲶鱼王,鯰魚王,3,-,110.0,78.0,73.0,76.0,71.0,60.0,どんかん,きけんよち,うるおいボディ,みず,じめん,23.6,1,1,1
414,341,ヘイガニ,Corphish,Krebscorps,Ecrapince,가재군,龙虾小兵,龍蝦小兵,3,-,43.0,80.0,65.0,50.0,35.0,35.0,かいりきバサミ,シェルアーマー,てきおうりょく,みず,-,11.5,0,1,0
415,342,シザリガー,Crawdaunt,Krebutack,Colhomard,가재장군,铁螯龙虾,鐵螯龍蝦,3,-,63.0,120.0,85.0,90.0,55.0,55.0,かいりきバサミ,シェルアーマー,てきおうりょく,みず,あく,32.8,1,1,0
416,343,ヤジロン,Baltoy,Puppance,Balbuto,오뚝군,天秤偶,天秤偶,3,-,40.0,40.0,55.0,40.0,70.0,55.0,ふゆう,-,-,じめん,エスパー,21.5,0,1,0
417,344,ネンドール,Claydol,Lepumentas,Kaorine,점토도리,念力土偶,念力土偶,3,-,60.0,70.0,105.0,70.0,120.0,75.0,ふゆう,-,-,じめん,エスパー,108.0,1,1,0
418,345,リリーラ,Lileep,Liliep,Lilia,릴링,触手百合,觸手百合,3,-,66.0,41.0,77.0,61.0,87.0,23.0,きゅうばん,-,よびみず,いわ,くさ,23.8,0,1,0
419,346,ユレイドル,Cradily,Wielie,Vacilys,릴리요,摇篮百合,搖籃百合,3,-,86.0,81.0,97.0,81.0,107.0,43.0,きゅうばん,-,よびみず,いわ,くさ,60.4,1,1,0
420,347,アノプス,Anorith,Anorith,Anorith,아노딥스,太古羽虫,太古羽蟲,3,-,45.0,95.0,50.0,40.0,50.0,75.0,カブトアーマー,-,すいすい,いわ,むし,12.5,0,1,0
421,348,アーマルド,Armaldo,Armaldo,Armaldo,아말도,太古盔甲,太古盔甲,3,-,75.0,125.0,100.0,70.0,80.0,45.0,カブトアーマー,-,すいすい,いわ,むし,68.2,1,1,0
422,349,ヒンバス,Feebas,Barschwa,Barpau,빈티나,丑丑鱼,醜醜魚,3,-,20.0,15.0,20.0,10.0,55.0,80.0,すいすい,どんかん,てきおうりょく,みず,-,7.4,0,1,0
423,350,ミロカロス,Milotic,Milotic,Milobellus,밀로틱,美纳斯,美納斯,3,-,95.0,60.0,79.0,100.0,125.0,81.0,ふしぎなうろこ,かちき,メロメロボディ,みず,-,162.0,1,1,0
424,351,ポワルン,Castform,Formeo,Morpheo,캐스퐁,飘浮泡泡,飄浮泡泡,3,-,70.0,70.0,70.0,70.0,70.0,70.0,てんきや,-,-,ノーマル,-,0.8,1,0,0
425,352,カクレオン,Kecleon,Kecleon,Kecleon,켈리몬,变隐龙,變隱龍,3,-,60.0,90.0,70.0,60.0,120.0,40.0,へんしょく,-,へんげんじざい,ノーマル,-,22.0,1,0,0
426,353,カゲボウズ,Shuppet,Shuppet,Polichombr,어둠대신,怨影娃娃,怨影娃娃,3,-,44.0,75.0,35.0,63.0,33.0,45.0,ふみん,おみとおし,のろわれボディ,ゴースト,-,2.3,0,0,1
427,354,ジュペッタ,Banette,Banette,Branette,다크펫,诅咒娃娃,詛咒娃娃,3,-,64.0,115.0,65.0,83.0,63.0,65.0,ふみん,おみとおし,のろわれボディ,ゴースト,-,12.5,1,0,1
428,354,メガジュペッタ,Banette,Banette,Branette,다크펫,诅咒娃娃,詛咒娃娃,6,メガシンカ,64.0,165.0,75.0,93.0,83.0,75.0,いたずらごころ,-,-,ゴースト,-,13.0,1,0,0
429,355,ヨマワル,Duskull,Zwirrlicht,Skelenox,해골몽,夜巡灵,夜巡靈,3,-,20.0,40.0,90.0,30.0,90.0,25.0,ふゆう,おみとおし,-,ゴースト,-,15.0,0,1,0
430,356,サマヨール,Dusclops,Zwirrklop,Teraclope,미라몽,彷徨夜灵,彷徨夜靈,3,-,40.0,70.0,130.0,60.0,130.0,25.0,プレッシャー,おみとおし,-,ゴースト,-,30.6,0,1,0
431,357,トロピウス,Tropius,Tropius,Tropius,트로피우스,热带龙,熱帶龍,3,-,99.0,68.0,83.0,72.0,87.0,51.0,ようりょくそ,サンパワー,しゅうかく,くさ,ひこう,100.0,1,0,1
432,358,チリーン,Chimecho,Palimpalim,Eoko,치렁,风铃铃,風鈴鈴,3,-,75.0,50.0,80.0,95.0,90.0,65.0,ふゆう,-,-,エスパー,-,1.0,1,0,0
433,359,アブソル,Absol,Absol,Absol,앱솔,阿勃梭鲁,阿勃梭魯,3,-,65.0,130.0,60.0,75.0,60.0,75.0,プレッシャー,きょううん,せいぎのこころ,あく,-,47.0,1,1,0
434,359,メガアブソル,Absol,Absol,Absol,앱솔,阿勃梭鲁,阿勃梭魯,6,メガシンカ,65.0,150.0,60.0,115.0,60.0,115.0,マジックミラー,-,-,あく,-,49.0,1,0,0
435,360,ソーナノ,Wynaut,Isso,Okeoke,마자,小果然,小果然,3,-,95.0,23.0,48.0,23.0,48.0,23.0,かげふみ,-,テレパシー,エスパー,-,14.0,0,1,0
436,361,ユキワラシ,Snorunt,Schneppke,Stalgamin,눈꼬마,雪童子,雪童子,3,-,50.0,50.0,50.0,50.0,50.0,50.0,せいしんりょく,アイスボディ,ムラっけ,こおり,-,16.5,0,1,1
437,362,オニゴーリ,Glalie,Firnontor,Oniglali,얼음귀신,冰鬼护,冰鬼護,3,-,80.0,80.0,80.0,80.0,80.0,80.0,せいしんりょく,アイスボディ,ムラっけ,こおり,-,256.5,1,1,1
438,362,メガオニゴーリ,Glalie,Firnontor,Oniglali,얼음귀신,冰鬼护,冰鬼護,6,メガシンカ,80.0,120.0,80.0,120.0,80.0,100.0,フリーズスキン,-,-,こおり,-,350.2,1,0,0
439,363,タマザラシ,Spheal,Seemops,Obalie,대굴레오,海豹球,海豹球,3,-,70.0,40.0,50.0,55.0,50.0,25.0,あついしぼう,アイスボディ,どんかん,こおり,みず,39.5,0,1,0
440,364,トドグラー,Sealeo,Seejong,Phogleur,씨레오,海魔狮,海魔獅,3,-,90.0,60.0,70.0,75.0,70.0,45.0,あついしぼう,アイスボディ,どんかん,こおり,みず,87.5,0,1,0
441,365,トドゼルガ,Walrein,Walraisa,Kaimorse,씨카이저,帝牙海狮,帝牙海獅,3,-,110.0,80.0,90.0,95.0,90.0,65.0,あついしぼう,アイスボディ,どんかん,こおり,みず,150.6,1,1,0
442,366,パールル,Clamperl,Perlu,Coquiperl,진주몽,珍珠贝,珍珠貝,3,-,35.0,64.0,85.0,74.0,55.0,32.0,シェルアーマー,-,びびり,みず,-,52.5,0,0,0
443,367,ハンテール,Huntail,Aalabyss,Serpang,헌테일,猎斑鱼,獵斑魚,3,-,55.0,104.0,105.0,94.0,75.0,52.0,すいすい,-,みずのベール,みず,-,27.0,1,0,0
444,368,サクラビス,Gorebyss,Saganabyss,Rosabyss,분홍장이,樱花鱼,櫻花魚,3,-,55.0,84.0,105.0,114.0,75.0,52.0,すいすい,-,うるおいボディ,みず,-,22.6,1,0,0
445,369,ジーランス,Relicanth,Relicanth,Relicanth,시라칸,古空棘鱼,古空棘魚,3,-,100.0,90.0,130.0,45.0,65.0,55.0,すいすい,いしあたま,がんじょう,みず,いわ,23.4,1,1,0
446,370,ラブカス,Luvdisc,Liebiskus,Lovdisc,사랑동이,爱心鱼,愛心魚,3,-,43.0,30.0,55.0,40.0,65.0,97.0,すいすい,-,うるおいボディ,みず,-,8.7,1,0,1
447,371,タツベイ,Bagon,Kindwurm,Draby,아공이,宝贝龙,寶貝龍,3,-,45.0,75.0,60.0,40.0,30.0,50.0,いしあたま,-,ちからずく,ドラゴン,-,42.1,0,1,1
448,372,コモルー,Shelgon,Draschel,Drackhaus,쉘곤,甲壳龙,甲殼龍,3,-,65.0,95.0,100.0,60.0,50.0,50.0,いしあたま,-,ぼうじん,ドラゴン,-,110.5,0,1,1
449,373,ボーマンダ,Salamence,Brutalanda,Drattak,보만다,暴飞龙,暴飛龍,3,-,95.0,135.0,80.0,110.0,80.0,100.0,いかく,-,じしんかじょう,ドラゴン,ひこう,102.6,1,1,1
450,373,メガボーマンダ,Salamence,Brutalanda,Drattak,보만다,暴飞龙,暴飛龍,6,メガシンカ,95.0,145.0,130.0,120.0,90.0,120.0,スカイスキン,-,-,ドラゴン,ひこう,112.6,1,0,0
451,374,ダンバル,Beldum,Tanhel,Terhal,메탕,铁哑铃,鐵啞鈴,3,-,40.0,55.0,80.0,35.0,60.0,30.0,-,-,-,はがね,エスパー,95.2,0,1,0
452,375,メタング,Metang,Metang,Metang,메탕구,金属怪,金屬怪,3,-,60.0,75.0,100.0,55.0,80.0,50.0,-,-,-,はがね,エスパー,202.5,0,1,0
453,376,メタグロス,Metagross,Metagross,Metalosse,메타그로스,巨金怪,巨金怪,3,-,80.0,135.0,130.0,95.0,90.0,70.0,クリアボディ,-,ライトメタル,はがね,エスパー,550.0,1,1,0
454,376,メガメタグロス,Metagross,Metagross,Metalosse,메타그로스,巨金怪,巨金怪,6,メガシンカ,80.0,145.0,150.0,105.0,110.0,110.0,かたいツメ,-,-,はがね,エスパー,942.9,1,0,0
455,377,レジロック,Regirock,Regirock,Regirock,레지락,雷吉洛克,雷吉洛克,3,-,80.0,100.0,200.0,50.0,100.0,50.0,クリアボディ,-,がんじょう,いわ,-,230.0,1,1,0
456,378,レジアイス,Regice,Regice,Regice,레지아이스,雷吉艾斯,雷吉艾斯,3,-,80.0,50.0,100.0,100.0,200.0,50.0,クリアボディ,-,アイスボディ,こおり,-,175.0,1,1,0
457,379,レジスチル,Registeel,Registeel,Registeel,레지스틸,雷吉斯奇鲁,雷吉斯奇魯,3,-,80.0,75.0,150.0,75.0,150.0,50.0,クリアボディ,-,ライトメタル,はがね,-,205.0,1,1,0
458,380,ラティアス,Latias,Latias,Latias,라티아스,拉帝亚斯,拉帝亞斯,3,-,80.0,80.0,90.0,110.0,130.0,110.0,ふゆう,-,-,ドラゴン,エスパー,40.0,1,1,0
459,380,メガラティアス,Latias,Latias,Latias,라티아스,拉帝亚斯,拉帝亞斯,6,メガシンカ,80.0,100.0,120.0,140.0,150.0,110.0,ふゆう,-,-,ドラゴン,エスパー,52.0,1,0,0
460,381,ラティオス,Latios,Latios,Latios,라티오스,拉帝欧斯,拉帝歐斯,3,-,80.0,90.0,80.0,130.0,110.0,110.0,ふゆう,-,-,ドラゴン,エスパー,60.0,1,1,0
461,381,メガラティオス,Latios,Latios,Latios,라티오스,拉帝欧斯,拉帝歐斯,6,メガシンカ,80.0,130.0,100.0,160.0,120.0,110.0,ふゆう,-,-,ドラゴン,エスパー,70.0,1,0,0
462,382,カイオーガ,Kyogre,Kyogre,Kyogre,가이오가,盖欧卡,蓋歐卡,3,-,100.0,100.0,90.0,150.0,140.0,90.0,あめふらし,-,-,みず,-,352.0,1,1,1
463,382,ゲンシカイオーガ,Kyogre,Kyogre,Kyogre,가이오가,盖欧卡,蓋歐卡,6,ゲンシカイキ,100.0,150.0,90.0,180.0,160.0,90.0,はじまりのうみ,-,-,みず,-,430.0,1,0,0
464,383,グラードン,Groudon,Groudon,Groudon,그란돈,固拉多,固拉多,3,-,100.0,150.0,140.0,100.0,90.0,90.0,ひでり,-,-,じめん,-,950.0,1,1,1
465,383,ゲンシグラードン,Groudon,Groudon,Groudon,그란돈,固拉多,固拉多,6,ゲンシカイキ,100.0,180.0,160.0,150.0,90.0,90.0,おわりのだいち,-,-,じめん,ほのお,999.7,1,0,0
466,384,レックウザ,Rayquaza,Rayquaza,Rayquaza,레쿠쟈,烈空坐,烈空坐,3,-,105.0,150.0,90.0,150.0,90.0,95.0,エアロック,-,-,ドラゴン,ひこう,206.5,1,1,1
467,384,メガレックウザ,Rayquaza,Rayquaza,Rayquaza,레쿠쟈,烈空坐,烈空坐,6,メガシンカ,105.0,180.0,100.0,180.0,100.0,115.0,デルタストーム,-,-,ドラゴン,ひこう,392.0,1,0,0
468,385,ジラーチ,Jirachi,Jirachi,Jirachi,지라치,基拉祈,基拉祈,3,-,100.0,100.0,100.0,100.0,100.0,100.0,てんのめぐみ,-,-,はがね,エスパー,1.1,1,1,0
469,386,デオキシス,Deoxys,Deoxys,Deoxys,테오키스,代欧奇希斯,代歐奇希斯,3,ノーマルフォルム,50.0,150.0,50.0,150.0,50.0,150.0,プレッシャー,-,-,エスパー,-,60.8,1,0,0
470,386,デオキシス,Deoxys,Deoxys,Deoxys,테오키스,代欧奇希斯,代歐奇希斯,3,アタックフォルム,50.0,180.0,20.0,180.0,20.0,150.0,プレッシャー,-,-,エスパー,-,60.8,1,0,0
471,386,デオキシス,Deoxys,Deoxys,Deoxys,테오키스,代欧奇希斯,代歐奇希斯,3,デフェンスフォルム,50.0,70.0,160.0,70.0,160.0,90.0,プレッシャー,-,-,エスパー,-,60.8,1,0,0
472,386,デオキシス,Deoxys,Deoxys,Deoxys,테오키스,代欧奇希斯,代歐奇希斯,3,スピードフォルム,50.0,95.0,90.0,95.0,90.0,180.0,プレッシャー,-,-,エスパー,-,60.8,1,0,0
473,387,ナエトル,Turtwig,Chelast,Tortipouss,모부기,草苗龟,草苗龜,4,-,55.0,68.0,64.0,45.0,55.0,31.0,しんりょく,-,シェルアーマー,くさ,-,10.2,0,0,0
474,388,ハヤシガメ,Grotle,Chelcarain,Boskara,수풀부기,树林龟,樹林龜,4,-,75.0,89.0,85.0,55.0,65.0,36.0,しんりょく,-,シェルアーマー,くさ,-,97.0,0,0,0
475,389,ドダイトス,Torterra,Chelterrar,Torterra,토대부기,土台龟,土台龜,4,-,95.0,109.0,105.0,75.0,85.0,56.0,しんりょく,-,シェルアーマー,くさ,じめん,310.0,1,0,0
476,390,ヒコザル,Chimchar,Panflam,Ouisticram,불꽃숭이,小火焰猴,小火焰猴,4,-,44.0,58.0,44.0,58.0,44.0,61.0,もうか,-,てつのこぶし,ほのお,-,6.2,0,0,0
477,391,モウカザル,Monferno,Panpyro,Chimpenfeu,파이숭이,猛火猴,猛火猴,4,-,64.0,78.0,52.0,78.0,52.0,81.0,もうか,-,てつのこぶし,ほのお,かくとう,22.0,0,0,0
478,392,ゴウカザル,Infernape,Panferno,Simiabraz,초염몽,烈焰猴,烈焰猴,4,-,76.0,104.0,71.0,104.0,71.0,108.0,もうか,-,てつのこぶし,ほのお,かくとう,55.0,1,0,0
479,393,ポッチャマ,Piplup,Plinfa,Tiplouf,팽도리,波加曼,波加曼,4,-,53.0,51.0,53.0,61.0,56.0,40.0,げきりゅう,-,まけんき,みず,-,5.2,0,0,0
480,394,ポッタイシ,Prinplup,Pliprin,Prinplouf,팽태자,波皇子,波皇子,4,-,64.0,66.0,68.0,81.0,76.0,50.0,げきりゅう,-,まけんき,みず,-,23.0,0,0,0
481,395,エンペルト,Empoleon,Impoleon,Pingoleon,엠페르트,帝王拿波,帝王拿波,4,-,84.0,86.0,88.0,111.0,101.0,60.0,げきりゅう,-,まけんき,みず,はがね,84.5,1,0,0
482,396,ムックル,Starly,Staralili,Etourmi,찌르꼬,姆克儿,姆克兒,4,-,40.0,55.0,30.0,30.0,30.0,60.0,するどいめ,-,すてみ,ノーマル,ひこう,2.0,0,0,1
483,397,ムクバード,Staravia,Staravia,Etourvol,찌르버드,姆克鸟,姆克鳥,4,-,55.0,75.0,50.0,40.0,40.0,80.0,いかく,-,すてみ,ノーマル,ひこう,15.5,0,0,1
484,398,ムクホーク,Staraptor,Staraptor,Etouraptor,찌르호크,姆克鹰,姆克鷹,4,-,85.0,120.0,70.0,50.0,60.0,100.0,いかく,-,すてみ,ノーマル,ひこう,24.9,1,0,1
485,399,ビッパ,Bidoof,Bidiza,Keunotor,비버니,大牙狸,大牙狸,4,-,59.0,45.0,40.0,35.0,40.0,31.0,たんじゅん,てんねん,ムラっけ,ノーマル,-,20.0,0,0,0
486,400,ビーダル,Bibarel,Bidifas,Castorno,비버통,大尾狸,大尾狸,4,-,79.0,85.0,60.0,55.0,60.0,71.0,たんじゅん,てんねん,ムラっけ,ノーマル,みず,31.5,1,0,0
487,401,コロボーシ,Kricketot,Zirpurze,Crikzik,귀뚤뚜기,圆法师,圓法師,4,-,37.0,25.0,41.0,25.0,41.0,25.0,だっぴ,-,にげあし,むし,-,2.2,0,0,1
488,402,コロトック,Kricketune,Zirpeise,Melokrik,귀뚤톡크,音箱蟀,音箱蟀,4,-,77.0,85.0,51.0,55.0,51.0,65.0,むしのしらせ,-,テクニシャン,むし,-,25.5,1,0,1
489,403,コリンク,Shinx,Sheinux,Lixy,꼬링크,小猫怪,小貓怪,4,-,45.0,65.0,34.0,40.0,34.0,45.0,とうそうしん,いかく,こんじょう,でんき,-,9.5,0,1,1
490,404,ルクシオ,Luxio,Luxio,Luxio,럭시오,勒克猫,勒克貓,4,-,60.0,85.0,49.0,60.0,49.0,60.0,とうそうしん,いかく,こんじょう,でんき,-,30.5,0,1,1
491,405,レントラー,Luxray,Luxtra,Luxray,렌트라,伦琴猫,倫琴貓,4,-,80.0,120.0,79.0,95.0,79.0,70.0,とうそうしん,いかく,こんじょう,でんき,-,42.0,1,1,1
492,406,スボミー,Budew,Knospi,Rozbouton,꼬몽울,含羞苞,含羞苞,4,-,40.0,30.0,35.0,50.0,70.0,55.0,しぜんかいふく,どくのトゲ,テクニシャン,くさ,どく,1.2,0,1,0
493,407,ロズレイド,Roserade,Roserade,Roserade,로즈레이드,罗丝雷朵,羅絲雷朵,4,-,60.0,70.0,65.0,125.0,105.0,90.0,しぜんかいふく,どくのトゲ,テクニシャン,くさ,どく,14.5,1,1,0
494,408,ズガイドス,Cranidos,Koknodon,Kranidos,두개도스,头盖龙,頭蓋龍,4,-,67.0,125.0,40.0,30.0,30.0,58.0,かたやぶり,-,ちからずく,いわ,-,31.5,0,0,0
495,409,ラムパルド,Rampardos,Rameidon,Charkos,램펄드,战槌龙,戰槌龍,4,-,97.0,165.0,60.0,65.0,50.0,58.0,かたやぶり,-,ちからずく,いわ,-,102.5,1,0,0
496,410,タテトプス,Shieldon,Schilterus,Dinoclier,방패톱스,盾甲龙,盾甲龍,4,-,30.0,42.0,118.0,42.0,88.0,30.0,がんじょう,-,ぼうおん,いわ,はがね,57.0,0,0,0
497,411,トリデプス,Bastiodon,Bollterus,Bastiodon,바리톱스,护城龙,護城龍,4,-,60.0,52.0,168.0,47.0,138.0,30.0,がんじょう,-,ぼうおん,いわ,はがね,149.5,1,0,0
498,412,ミノムッチ,Burmy,Burmy,Cheniti,도롱충이,结草儿,結草兒,4,-,40.0,29.0,45.0,29.0,45.0,36.0,だっぴ,-,ぼうじん,むし,-,3.4,0,0,0
499,413,ミノマダム,Wormadam,Burmadame,Cheniselle,도롱마담,结草贵妇,結草貴婦,4,くさきのミノ,60.0,59.0,85.0,79.0,105.0,36.0,きけんよち,-,ぼうじん,むし,くさ,6.5,1,0,0
500,413,ミノマダム,Wormadam,Burmadame,Cheniselle,도롱마담,结草贵妇,結草貴婦,4,すなちのミノ,60.0,79.0,105.0,59.0,85.0,36.0,きけんよち,-,ぼうじん,むし,じめん,6.5,1,0,0
501,413,ミノマダム,Wormadam,Burmadame,Cheniselle,도롱마담,结草贵妇,結草貴婦,4,ゴミのミノ,60.0,69.0,95.0,69.0,95.0,36.0,きけんよち,-,ぼうじん,むし,はがね,6.5,1,0,0
502,414,ガーメイル,Mothim,Moterpel,Papilord,나메일,绅士蛾,紳士蛾,4,-,70.0,94.0,50.0,94.0,50.0,66.0,むしのしらせ,-,いろめがね,むし,ひこう,23.3,1,0,0
503,415,ミツハニー,Combee,Wadribie,Apitrini,세꿀버리,三蜜蜂,三蜜蜂,4,-,30.0,30.0,42.0,30.0,42.0,70.0,みつあつめ,-,はりきり,むし,ひこう,5.5,0,1,1
504,416,ビークイン,Vespiquen,Honweisel,Apireine,비퀸,蜂女王,蜂女王,4,-,70.0,80.0,102.0,80.0,102.0,40.0,プレッシャー,-,きんちょうかん,むし,ひこう,38.5,1,1,1
505,417,パチリス,Pachirisu,Pachirisu,Pachirisu,파치리스,帕奇利兹,帕奇利茲,4,-,60.0,45.0,70.0,45.0,90.0,95.0,にげあし,ものひろい,ちくでん,でんき,-,3.9,1,0,1
506,418,ブイゼル,Buizel,Bamelin,Mustebouee,브이젤,泳圈鼬,泳圈鼬,4,-,55.0,65.0,35.0,60.0,30.0,85.0,すいすい,-,みずのベール,みず,-,29.5,0,0,1
507,419,フローゼル,Floatzel,Bojelin,Musteflott,플로젤,浮潜鼬,浮潛鼬,4,-,85.0,105.0,55.0,85.0,50.0,115.0,すいすい,-,みずのベール,みず,-,33.5,1,0,1
508,420,チェリンボ,Cherubi,Kikugi,Ceribou,체리버,樱花宝,櫻花寶,4,-,45.0,35.0,45.0,62.0,53.0,35.0,ようりょくそ,-,-,くさ,-,3.3,0,1,0
509,421,チェリム,Cherrim,Kinoso,Ceriflor,체리꼬,樱花儿,櫻花兒,4,-,70.0,60.0,70.0,87.0,78.0,85.0,フラワーギフト,-,-,くさ,-,9.2,1,1,0
510,422,カラナクシ,Shellos,Schalellos,Sancoki,깝질무,无壳海兔,無殼海兔,4,-,76.0,48.0,48.0,57.0,62.0,34.0,ねんちゃく,よびみず,すなのちから,みず,-,6.3,0,1,1
511,423,トリトドン,Gastrodon,Gastrodon,Tritosor,트리토돈,海兔兽,海兔獸,4,-,111.0,83.0,68.0,92.0,82.0,39.0,ねんちゃく,よびみず,すなのちから,みず,じめん,29.9,1,1,1
512,424,エテボース,Ambipom,Ambidiffel,Capidextre,겟핸보숭,双尾怪手,雙尾怪手,4,-,75.0,100.0,66.0,60.0,66.0,115.0,テクニシャン,ものひろい,スキルリンク,ノーマル,-,20.3,1,0,0
513,425,フワンテ,Drifloon,Driftlon,Baudrive,흔들풍손,飘飘球,飄飄球,4,-,90.0,50.0,34.0,60.0,44.0,70.0,ゆうばく,かるわざ,ねつぼうそう,ゴースト,ひこう,1.2,0,1,1
514,426,フワライド,Drifblim,Drifzepeli,Grodrive,둥실라이드,随风球,隨風球,4,-,150.0,80.0,44.0,90.0,54.0,80.0,ゆうばく,かるわざ,ねつぼうそう,ゴースト,ひこう,15.0,1,1,1
515,427,ミミロル,Buneary,Haspiror,Laporeille,이어롤,卷卷耳,捲捲耳,4,-,55.0,66.0,44.0,44.0,56.0,85.0,メロメロボディ,ぶきよう,じゅうなん,ノーマル,-,5.5,0,1,0
516,428,ミミロップ,Lopunny,Schlapor,Lockpin,이어롭,长耳兔,長耳兔,4,-,65.0,76.0,84.0,54.0,96.0,105.0,メロメロボディ,ぶきよう,じゅうなん,ノーマル,-,33.3,1,1,0
517,428,メガミミロップ,Lopunny,Schlapor,Lockpin,이어롭,长耳兔,長耳兔,6,メガシンカ,65.0,136.0,94.0,54.0,96.0,135.0,きもったま,-,-,ノーマル,かくとう,28.3,1,0,0
518,429,ムウマージ,Mismagius,Traunmagil,Magireve,무우마직,梦妖魔,夢妖魔,4,-,60.0,60.0,60.0,105.0,105.0,105.0,ふゆう,-,-,ゴースト,-,4.4,1,0,1
519,430,ドンカラス,Honchkrow,Kramshef,Corboss,돈크로우,乌鸦头头,烏鴉頭頭,4,-,100.0,125.0,52.0,105.0,52.0,71.0,ふみん,きょううん,じしんかじょう,あく,ひこう,27.3,1,0,1
520,431,ニャルマー,Glameow,Charmian,Chaglam,나옹마,魅力喵,魅力喵,4,-,49.0,55.0,42.0,42.0,37.0,85.0,じゅうなん,マイペース,まけんき,ノーマル,-,3.9,0,0,0
521,432,ブニャット,Purugly,Shnurgarst,Chaffreux,몬냥이,东施喵,東施喵,4,-,71.0,82.0,64.0,64.0,59.0,112.0,あついしぼう,マイペース,まけんき,ノーマル,-,43.8,1,0,0
522,433,リーシャン,Chingling,Klingplim,Korillon,랑딸랑,铃铛响,鈴鐺響,4,-,45.0,30.0,50.0,65.0,50.0,45.0,ふゆう,-,-,エスパー,-,0.6,0,0,0
523,434,スカンプー,Stunky,Skunkapuh,Moufouette,스컹뿡,臭鼬噗,臭鼬噗,4,-,63.0,63.0,47.0,41.0,41.0,74.0,あくしゅう,ゆうばく,するどいめ,どく,あく,19.2,0,1,1
524,435,スカタンク,Skuntank,Skuntank,Moufflair,스컹탱크,坦克臭鼬,坦克臭鼬,4,-,103.0,93.0,67.0,71.0,61.0,84.0,あくしゅう,ゆうばく,するどいめ,どく,あく,38.0,1,1,1
525,436,ドーミラー,Bronzor,Bronzel,Archeomire,동미러,铜镜怪,銅鏡怪,4,-,57.0,24.0,86.0,24.0,86.0,23.0,ふゆう,たいねつ,ヘヴィメタル,はがね,エスパー,60.5,0,1,1
526,437,ドータクン,Bronzong,Bronzong,Archeodong,동탁군,青铜钟,青銅鐘,4,-,67.0,89.0,116.0,79.0,116.0,33.0,ふゆう,たいねつ,ヘヴィメタル,はがね,エスパー,187.0,1,1,1
527,438,ウソハチ,Bonsly,Mobai,Manzai,꼬지지,盆才怪,盆才怪,4,-,50.0,80.0,95.0,10.0,45.0,10.0,がんじょう,いしあたま,びびり,いわ,-,15.0,0,1,1
